#x y z n map H1 H2 H3 C
28 2 0 898 0 0.000000 0.000000 0.000000 0.000000 
28 3 0 899 0 0.000000 0.000000 0.000000 0.000000 
28 4 0 900 0 0.000000 0.000000 0.000000 0.000000 
28 5 0 901 0 0.000000 0.000000 0.000000 0.000000 
28 6 0 902 0 0.000000 0.000000 0.000000 0.000000 
28 7 0 903 0 0.000000 0.000000 0.000000 0.000000 
28 8 0 904 0 0.000000 0.000000 0.000000 0.000000 
28 9 0 905 0 0.000000 0.000000 0.000000 0.000000 
28 10 0 906 0 0.000000 0.000000 0.000000 0.000000 
28 11 0 907 0 0.000000 0.000000 0.000000 0.000000 
28 12 0 908 0 0.000000 0.000000 0.000000 0.000000 
28 13 0 909 0 0.000000 0.000000 0.000000 0.000000 
28 14 0 910 0 0.000000 0.000000 0.000000 0.000000 
28 15 0 911 0 0.000000 0.000000 0.000000 0.000000 
28 16 0 912 0 0.000000 0.000000 0.000000 0.000000 
28 17 0 913 0 0.000000 0.000000 0.000000 0.000000 
28 18 0 914 0 0.000000 0.000000 0.000000 0.000000 
28 19 0 915 0 0.000000 0.000000 0.000000 0.000000 
28 20 0 916 0 0.000000 0.000000 0.000000 0.000000 
28 21 0 917 0 0.000000 0.000000 0.000000 0.000000 
28 22 0 918 0 0.000000 0.000000 0.000000 0.000000 
28 23 0 919 0 0.000000 0.000000 0.000000 0.000000 
28 24 0 920 0 0.000000 0.000000 0.000000 0.000000 
28 25 0 921 0 0.000000 0.000000 0.000000 0.000000 
28 26 0 922 0 0.000000 0.000000 0.000000 0.000000 
28 27 0 923 0 0.000000 0.000000 0.000000 0.000000 
28 28 0 924 0 0.000000 0.000000 0.000000 0.000000 
28 29 0 925 0 0.000000 0.000000 0.000000 0.000000 
28 30 0 926 0 0.000000 0.000000 0.000000 0.000000 
28 31 0 927 1 0.002000 -0.002000 0.000000 0.000000 
29 0 0 928 1 0.002000 -0.002000 0.000000 0.000000 
29 1 0 929 0 0.000000 0.000000 0.000000 0.000000 
29 2 0 930 0 0.000000 0.000000 0.000000 0.000000 
29 3 0 931 0 0.000000 0.000000 0.000000 0.000000 
29 4 0 932 0 0.000000 0.000000 0.000000 0.000000 
29 5 0 933 0 0.000000 0.000000 0.000000 0.000000 
29 6 0 934 0 0.000000 0.000000 0.000000 0.000000 
29 7 0 935 0 0.000000 0.000000 0.000000 0.000000 
29 8 0 936 0 0.000000 0.000000 0.000000 0.000000 
29 9 0 937 0 0.000000 0.000000 0.000000 0.000000 
29 10 0 938 0 0.000000 0.000000 0.000000 0.000000 
29 11 0 939 0 0.000000 0.000000 0.000000 0.000000 
29 12 0 940 0 0.000000 0.000000 0.000000 0.000000 
29 13 0 941 0 0.000000 0.000000 0.000000 0.000000 
29 14 0 942 0 0.000000 0.000000 0.000000 0.000000 
29 15 0 943 0 0.000000 0.000000 0.000000 0.000000 
29 16 0 944 0 0.000000 0.000000 0.000000 0.000000 
29 17 0 945 0 0.000000 0.000000 0.000000 0.000000 
29 18 0 946 0 0.000000 0.000000 0.000000 0.000000 
29 19 0 947 0 0.000000 0.000000 0.000000 0.000000 
29 20 0 948 0 0.000000 0.000000 0.000000 0.000000 
29 21 0 949 0 0.000000 0.000000 0.000000 0.000000 
29 22 0 950 0 0.000000 0.000000 0.000000 0.000000 
29 23 0 951 0 0.000000 0.000000 0.000000 0.000000 
29 24 0 952 0 0.000000 0.000000 0.000000 0.000000 
29 25 0 953 0 0.000000 0.000000 0.000000 0.000000 
29 26 0 954 0 0.000000 0.000000 0.000000 0.000000 
29 27 0 955 0 0.000000 0.000000 0.000000 0.000000 
29 28 0 956 0 0.000000 0.000000 0.000000 0.000000 
29 29 0 957 0 0.000000 0.000000 0.000000 0.000000 
29 30 0 958 0 0.000000 0.000000 0.000000 0.000000 
29 31 0 959 1 0.002000 -0.002000 0.000000 0.000000 
30 0 0 960 1 0.002000 -0.002000 0.000000 0.000000 
30 1 0 961 0 0.000000 0.000000 0.000000 0.000000 
30 2 0 962 0 0.000000 0.000000 0.000000 0.000000 
30 3 0 963 0 0.000000 0.000000 0.000000 0.000000 
30 4 0 964 0 0.000000 0.000000 0.000000 0.000000 
30 5 0 965 0 0.000000 0.000000 0.000000 0.000000 
30 6 0 966 0 0.000000 0.000000 0.000000 0.000000 
30 7 0 967 0 0.000000 0.000000 0.000000 0.000000 
30 8 0 968 0 0.000000 0.000000 0.000000 0.000000 
30 9 0 969 0 0.000000 0.000000 0.000000 0.000000 
30 10 0 970 0 0.000000 0.000000 0.000000 0.000000 
30 11 0 971 0 0.000000 0.000000 0.000000 0.000000 
30 12 0 972 0 0.000000 0.000000 0.000000 0.000000 
30 13 0 973 0 0.000000 0.000000 0.000000 0.000000 
30 14 0 974 0 0.000000 0.000000 0.000000 0.000000 
30 15 0 975 0 0.000000 0.000000 0.000000 0.000000 
30 16 0 976 0 0.000000 0.000000 0.000000 0.000000 
30 17 0 977 0 0.000000 0.000000 0.000000 0.000000 
30 18 0 978 0 0.000000 0.000000 0.000000 0.000000 
30 19 0 979 0 0.000000 0.000000 0.000000 0.000000 
30 20 0 980 0 0.000000 0.000000 0.000000 0.000000 
30 21 0 981 0 0.000000 0.000000 0.000000 0.000000 
30 22 0 982 0 0.000000 0.000000 0.000000 0.000000 
30 23 0 983 0 0.000000 0.000000 0.000000 0.000000 
30 24 0 984 0 0.000000 0.000000 0.000000 0.000000 
30 25 0 985 0 0.000000 0.000000 0.000000 0.000000 
30 26 0 986 0 0.000000 0.000000 0.000000 0.000000 
30 27 0 987 0 0.000000 0.000000 0.000000 0.000000 
30 28 0 988 0 0.000000 0.000000 0.000000 0.000000 
30 29 0 989 0 0.000000 0.000000 0.000000 0.000000 
30 30 0 990 0 0.000000 0.000000 0.000000 0.000000 
30 31 0 991 1 0.002000 -0.002000 0.000000 0.000000 
31 0 0 992 1 0.002000 -0.002000 0.000000 0.000000 
31 1 0 993 1 0.002000 -0.002000 0.000000 0.000000 
31 2 0 994 1 0.002000 -0.002000 0.000000 0.000000 
31 3 0 995 1 0.002000 -0.002000 0.000000 0.000000 
31 4 0 996 1 0.002000 -0.002000 0.000000 0.000000 
31 5 0 997 1 0.002000 -0.002000 0.000000 0.000000 
31 6 0 998 1 0.002000 -0.002000 0.000000 0.000000 
31 7 0 999 1 0.002000 -0.002000 0.000000 0.000000 
31 8 0 1000 1 0.002000 -0.002000 0.000000 0.000000 
31 9 0 1001 1 0.002000 -0.002000 0.000000 0.000000 
31 10 0 1002 1 0.002000 -0.002000 0.000000 0.000000 
31 11 0 1003 1 0.002000 -0.002000 0.000000 0.000000 
31 12 0 1004 1 0.002000 -0.002000 0.000000 0.000000 
31 13 0 1005 1 0.002000 -0.002000 0.000000 0.000000 
31 14 0 1006 1 0.002000 -0.002000 0.000000 0.000000 
31 15 0 1007 1 0.002000 -0.002000 0.000000 0.000000 
31 16 0 1008 1 0.002000 -0.002000 0.000000 0.000000 
31 17 0 1009 1 0.002000 -0.002000 0.000000 0.000000 
31 18 0 1010 1 0.002000 -0.002000 0.000000 0.000000 
31 19 0 1011 1 0.002000 -0.002000 0.000000 0.000000 
31 20 0 1012 1 0.002000 -0.002000 0.000000 0.000000 
31 21 0 1013 1 0.002000 -0.002000 0.000000 0.000000 
31 22 0 1014 1 0.002000 -0.002000 0.000000 0.000000 
31 23 0 1015 1 0.002000 -0.002000 0.000000 0.000000 
31 24 0 1016 1 0.002000 -0.002000 0.000000 0.000000 
31 25 0 1017 1 0.002000 -0.002000 0.000000 0.000000 
31 26 0 1018 1 0.002000 -0.002000 0.000000 0.000000 
31 27 0 1019 1 0.002000 -0.002000 0.000000 0.000000 
31 28 0 1020 1 0.002000 -0.002000 0.000000 0.000000 
31 29 0 1021 1 0.002000 -0.002000 0.000000 0.000000 
31 30 0 1022 1 0.002000 -0.002000 0.000000 0.000000 
31 31 0 1023 1 0.002000 -0.002000 0.000000 0.000000 
